,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD,percentage,change,Sentiment_1,Sentiment_2
52,2017-11-14 09:00:00,ETHUSD,327.69,335.87,327.69,334.0,1832.88,607878.09,0.019256004150263975,1,1.0,0.8322132286829428
53,2017-11-14 10:00:00,ETHUSD,334.0,335.0,329.0,333.31,817.87,271776.19,-0.002065868263473047,-1,1.0,0.7936257991261645
54,2017-11-14 11:00:00,ETHUSD,333.31,333.66,325.0,326.18,1994.69,657031.97,-0.021391497404818324,-1,,0.0
55,2017-11-14 12:00:00,ETHUSD,326.18,332.43,323.01,328.7,3694.06,1209904.39,0.0077257955729964495,1,1.0,0.49280420916817186
56,2017-11-14 13:00:00,ETHUSD,328.7,331.98,321.01,330.96,2550.93,837395.78,0.006875570428962552,1,1.0,0.49280420916817186
57,2017-11-14 14:00:00,ETHUSD,330.96,331.59,329.5,330.95,1719.52,568585.22,-3.0215131737946897e-05,-1,0.0,0.0
58,2017-11-14 15:00:00,ETHUSD,330.95,334.99,330.84,332.51,1558.76,519258.04,0.004713702976280412,1,,0.0
59,2017-11-14 16:00:00,ETHUSD,332.51,333.39,330.5,331.98,1110.16,368850.7,-0.0015939370244503104,-1,0.0,0.0
60,2017-11-14 17:00:00,ETHUSD,331.98,332.0,327.7,328.0,937.65,309536.09,-0.011988674016507073,-1,1.0,1.3915803655491281
61,2017-11-14 18:00:00,ETHUSD,328.0,329.0,326.6,326.8,639.94,209888.01,-0.003658536585365819,-1,-1.0,-0.4430177641607486
62,2017-11-14 19:00:00,ETHUSD,326.8,330.2,326.36,330.0,1967.42,647176.71,0.009791921664626647,1,1.0,0.881782099410492
63,2017-11-14 20:00:00,ETHUSD,330.0,332.23,329.0,332.13,1106.81,365804.54,0.006454545454545441,1,0.0,0.0
64,2017-11-14 21:00:00,ETHUSD,332.13,335.0,330.88,334.06,714.07,237720.5,0.005810977629241583,1,1.0,0.37761417995238816
65,2017-11-14 22:00:00,ETHUSD,334.06,338.0,332.14,333.0,1632.53,547229.45,-0.003173082679758134,-1,,0.0
66,2017-11-14 23:00:00,ETHUSD,333.0,335.54,332.4,335.54,587.03,196326.37,0.007627627627627689,1,0.0,0.0
67,2017-11-15 00:00:00,ETHUSD,335.54,338.0,333.96,335.3,1193.37,401118.28,-0.0007152649460571291,-1,1.0,0.616212139085823
68,2017-11-15 01:00:00,ETHUSD,335.3,336.37,331.42,331.45,973.15,324625.3,-0.01148225469728608,-1,-1.0,-0.4999264428969902
69,2017-11-15 02:00:00,ETHUSD,331.45,333.53,331.45,332.01,293.8,97700.54,0.001689545934530102,1,1.0,1.0777971489541898
70,2017-11-15 03:00:00,ETHUSD,332.01,334.65,332.0,334.65,80.98,26971.02,0.007951567723863698,1,0.0,0.0
71,2017-11-15 04:00:00,ETHUSD,334.65,336.01,333.43,335.99,273.58,91672.61,0.004004183475272769,1,1.0,1.380376887355853
72,2017-11-15 05:00:00,ETHUSD,335.99,339.0,335.97,338.18,537.17,181420.49,0.0065180511324741735,1,0.5216861826697892,0.5523453755913748
73,2017-11-15 06:00:00,ETHUSD,338.18,340.0,336.32,339.9,1583.33,537895.72,0.005086048849724911,1,0.5164013249278769,0.3322579192369576
74,2017-11-15 07:00:00,ETHUSD,339.9,340.0,337.19,337.93,422.05,142996.26,-0.005795822300676583,-1,1.0,0.8101298960455595
75,2017-11-15 08:00:00,ETHUSD,337.93,339.83,337.3,338.2,975.66,330351.72,0.0007989820377000616,1,1.0,0.3898098684975913
76,2017-11-15 09:00:00,ETHUSD,338.2,338.31,335.7,336.36,3547.31,1199296.48,-0.0054405677114132914,-1,-1.0,-0.35072729166883027
77,2017-11-15 10:00:00,ETHUSD,336.36,338.0,335.69,338.0,1205.06,405751.16,0.004875728386252783,1,0.9087524377991845,0.886860773912595
78,2017-11-15 11:00:00,ETHUSD,338.0,339.03,336.92,337.16,1574.1,532048.64,-0.002485207100591642,-1,1.0,0.506636863144536
79,2017-11-15 12:00:00,ETHUSD,337.16,338.71,335.0,337.05,1397.73,470400.9,-0.0003262545972239104,-1,0.10066486251712269,0.12083335404843489
80,2017-11-15 13:00:00,ETHUSD,337.05,337.46,334.17,337.03,1331.34,446938.4,-5.933837709550112e-05,-1,0.5422616750289463,0.30589536693305086
81,2017-11-15 14:00:00,ETHUSD,337.03,338.75,331.08,331.08,1750.89,584932.8,-0.017654214758330088,-1,0.7975357318876295,0.5502834888650293
82,2017-11-15 15:00:00,ETHUSD,331.08,333.89,326.65,327.2,3393.36,1119857.19,-0.011719221940316526,-1,1.0,1.0106186111974782
83,2017-11-15 16:00:00,ETHUSD,327.2,333.33,323.19,330.61,1900.52,621731.09,0.010421760391198121,1,-1.0,-0.2040015057858433
84,2017-11-15 17:00:00,ETHUSD,330.61,334.0,328.66,331.83,692.17,229501.27,0.0036901485133540137,1,0.33936651583710403,0.17361267416654488
85,2017-11-15 18:00:00,ETHUSD,331.83,332.32,330.59,331.35,373.67,123992.33,-0.0014465238224390844,-1,0.7048651141341942,0.43309407309766057
86,2017-11-15 19:00:00,ETHUSD,331.35,332.09,328.7,329.1,481.47,158938.13,-0.006790402897238569,-1,1.0,0.6858707715891691
87,2017-11-15 20:00:00,ETHUSD,329.1,333.06,328.54,330.0,802.5,264829.31,0.0027347310847765944,1,0.5039190395872607,0.3409763635094985
88,2017-11-15 21:00:00,ETHUSD,330.0,330.48,328.5,328.5,621.92,204689.07,-0.004545454545454545,-1,-1.0,-0.7630929312466119
89,2017-11-15 22:00:00,ETHUSD,328.5,331.43,326.01,329.01,1291.89,424917.76,0.0015525114155250865,1,,0.0
90,2017-11-15 23:00:00,ETHUSD,329.01,331.88,327.78,331.88,355.54,117298.39,0.00872313911431265,1,1.0,0.30836666364461357
91,2017-11-16 00:00:00,ETHUSD,331.88,332.87,329.93,332.44,223.48,74045.99,0.0016873568759792764,1,1.0,0.2762671696364825
92,2017-11-16 01:00:00,ETHUSD,332.44,332.44,330.15,330.22,161.38,53402.24,-0.006677896763325624,-1,1.0,0.4444934950756426
93,2017-11-16 02:00:00,ETHUSD,330.22,330.92,329.0,329.49,215.22,71001.98,-0.002210647447156496,-1,0.0,0.0
94,2017-11-16 03:00:00,ETHUSD,329.49,329.96,327.88,329.33,392.08,129024.8,-0.0004855989559623206,-1,1.0,1.1262274557010832
95,2017-11-16 04:00:00,ETHUSD,329.33,329.4,328.0,329.4,107.95,35492.77,0.00021255275863113954,1,-1.0,-0.364920852792583
96,2017-11-16 05:00:00,ETHUSD,329.4,329.58,327.72,328.28,174.26,57251.2,-0.0034001214329083323,-1,1.0,0.3517126521089174
97,2017-11-16 06:00:00,ETHUSD,328.28,329.49,325.0,328.17,573.83,187684.51,-0.0003350798099182308,-1,1.0,0.43327480874743163
98,2017-11-16 07:00:00,ETHUSD,328.17,328.27,324.39,324.98,505.84,165077.05,-0.009720571654934935,-1,0.0,0.0
99,2017-11-16 08:00:00,ETHUSD,324.98,326.02,321.95,323.5,3551.07,1146127.22,-0.004554126407778996,-1,1.0,0.37761417995238816
100,2017-11-16 09:00:00,ETHUSD,323.5,326.0,322.5,324.5,943.32,305733.71,0.0030911901081916537,1,0.0,0.0
101,2017-11-16 10:00:00,ETHUSD,324.5,326.43,321.0,323.98,2677.12,864261.15,-0.0016024653312788346,-1,,0.0
102,2017-11-16 11:00:00,ETHUSD,323.98,325.43,322.52,325.04,1181.97,383015.03,0.0032718069016606033,1,0.0,0.0
103,2017-11-16 12:00:00,ETHUSD,325.04,330.0,324.96,328.92,1726.42,567603.79,0.01193699237016981,1,0.0,0.0
104,2017-11-16 13:00:00,ETHUSD,328.92,331.95,324.58,327.14,3606.23,1183807.36,-0.005411650249300831,-1,,0.0
105,2017-11-16 14:00:00,ETHUSD,327.14,329.54,325.0,327.36,3777.79,1234729.96,0.0006724949562879113,1,0.0,0.0
106,2017-11-16 15:00:00,ETHUSD,327.36,332.0,326.81,330.51,803.98,264653.69,0.009622434017595239,1,1.0,0.4430177641607486
107,2017-11-16 16:00:00,ETHUSD,330.51,335.13,329.29,334.94,2448.34,816093.2,0.01340352788115339,1,1.0,0.5918893484857183
108,2017-11-16 17:00:00,ETHUSD,334.94,335.16,330.79,332.06,793.05,264016.28,-0.008598554965068356,-1,0.0,0.0
109,2017-11-16 18:00:00,ETHUSD,332.06,332.06,325.0,329.0,3173.03,1044085.65,-0.009215202071914721,-1,0.0,0.0
110,2017-11-16 19:00:00,ETHUSD,329.0,331.98,327.14,331.51,2521.46,833019.93,0.0076291793313069635,1,0.0,0.0
111,2017-11-16 20:00:00,ETHUSD,331.51,331.51,328.02,328.52,639.25,210075.82,-0.009019335766643568,-1,0.0,0.0
112,2017-11-16 21:00:00,ETHUSD,328.52,328.65,326.21,328.44,1029.7,337431.49,-0.0002435163764762696,-1,0.0,0.0
113,2017-11-16 22:00:00,ETHUSD,328.44,330.99,325.52,329.74,1999.75,656104.32,0.003958104981122919,1,1.0,1.5083128589738597
114,2017-11-16 23:00:00,ETHUSD,329.74,331.9,328.12,329.91,1133.95,374022.88,0.0005155577121368834,1,1.0,0.5556077665378838
115,2017-11-17 00:00:00,ETHUSD,329.91,331.98,328.0,329.71,783.14,258447.55,-0.0006062259404081278,-1,1.0,1.032223167336921
116,2017-11-17 01:00:00,ETHUSD,329.71,330.4,328.03,328.82,535.97,176268.62,-0.0026993418458645065,-1,1.0,1.2420486315781643
117,2017-11-17 02:00:00,ETHUSD,328.82,332.0,328.0,331.92,2125.79,700528.69,0.009427650386229617,1,0.0,0.0
118,2017-11-17 03:00:00,ETHUSD,331.92,333.0,328.08,328.94,813.8,269457.66,-0.008978067004097427,-1,1.0,0.579138263948078
119,2017-11-17 04:00:00,ETHUSD,328.94,331.9,328.92,330.0,436.88,144379.16,0.0032224721833769144,1,0.0,0.0
120,2017-11-17 05:00:00,ETHUSD,330.0,331.09,329.26,330.93,765.61,252672.46,0.002818181818181839,1,1.0,0.3517126521089174
121,2017-11-17 06:00:00,ETHUSD,330.93,331.67,330.0,330.23,338.66,111998.28,-0.002115250959417365,-1,0.0,0.0
122,2017-11-17 07:00:00,ETHUSD,330.23,330.87,325.0,326.68,1925.85,629932.26,-0.010750083275293011,-1,0.08644817786092031,0.10063508897440561
123,2017-11-17 08:00:00,ETHUSD,326.68,327.92,325.7,327.1,579.8,189190.38,0.0012856618097221008,1,,0.0
124,2017-11-17 09:00:00,ETHUSD,327.1,330.07,326.15,330.07,855.76,281478.23,0.00907979211250373,1,0.44828828828828826,0.19537449159741957
125,2017-11-17 10:00:00,ETHUSD,330.07,330.49,328.74,329.72,312.06,102814.35,-0.0010603811312750806,-1,,0.0
126,2017-11-17 11:00:00,ETHUSD,329.72,331.0,328.99,329.93,2678.05,884351.85,0.0006369040397912759,1,,0.0
127,2017-11-17 12:00:00,ETHUSD,329.93,332.0,329.63,330.55,681.42,225535.22,0.0018791864941048238,1,1.0,0.9211190567307959
128,2017-11-17 13:00:00,ETHUSD,330.55,332.8,330.0,332.0,893.74,295865.89,0.004386628346694868,1,1.0,0.3233869970725574
129,2017-11-17 14:00:00,ETHUSD,332.0,333.98,330.9,333.93,549.24,182653.56,0.005813253012048213,1,1.0,0.30836666364461357
130,2017-11-17 15:00:00,ETHUSD,333.93,334.86,332.94,333.0,598.49,199699.62,-0.0027850148234660164,-1,0.0,0.0
131,2017-11-17 16:00:00,ETHUSD,333.0,333.85,331.01,331.8,815.29,271037.1,-0.0036036036036035694,-1,1.0,0.3649208527925831
132,2017-11-17 17:00:00,ETHUSD,331.8,332.5,330.2,331.97,1188.5,393870.62,0.0005123568414708134,1,-1.0,-0.4332748087474317
133,2017-11-17 18:00:00,ETHUSD,331.97,332.5,331.41,332.0,748.87,248625.52,9.036961171181948e-05,1,0.1261932479627474,0.11675428778031996
134,2017-11-17 19:00:00,ETHUSD,332.0,332.5,330.0,331.5,1383.0,458003.0,-0.0015060240963855422,-1,1.0,0.6051899018008032
135,2017-11-17 20:00:00,ETHUSD,331.5,331.7,330.96,331.0,582.61,193039.35,-0.0015082956259426848,-1,0.6278658988942665,0.7720253123779719
136,2017-11-17 21:00:00,ETHUSD,331.0,333.23,330.0,331.98,4418.79,1462112.46,0.002960725075528756,1,1.0,1.220829921392359
137,2017-11-17 22:00:00,ETHUSD,331.98,333.2,331.41,331.98,212.31,70600.86,0.0,0,1.0,0.6396409130368041
138,2017-11-17 23:00:00,ETHUSD,331.98,332.82,331.0,331.25,621.51,205939.88,-0.0021989276462438044,-1,1.0,0.5975169495446953
139,2017-11-18 00:00:00,ETHUSD,331.25,331.8,328.32,328.58,940.37,310099.32,-0.008060377358490614,-1,1.0,0.5918893484857183
140,2017-11-18 01:00:00,ETHUSD,328.58,329.99,327.0,327.03,642.2,210718.47,-0.0047172682451762475,-1,0.5579268292682927,0.4351520326165824
141,2017-11-18 02:00:00,ETHUSD,327.03,329.2,326.3,326.65,911.23,298292.07,-0.0011619729076842965,-1,1.0,0.24153341642580078
142,2017-11-18 03:00:00,ETHUSD,326.65,330.22,326.3,329.5,562.02,184363.13,0.008724934945660564,1,0.0,0.0
143,2017-11-18 04:00:00,ETHUSD,329.5,330.23,328.0,329.35,603.67,198779.66,-0.0004552352048557732,-1,,0.0
144,2017-11-18 05:00:00,ETHUSD,329.35,330.23,328.0,329.9,306.58,100678.07,0.001669955973887823,1,1.0,0.6430111110661482
145,2017-11-18 06:00:00,ETHUSD,329.9,331.24,328.6,330.03,217.69,71885.36,0.0003940588056986828,1,1.0,0.33782845939235306
146,2017-11-18 07:00:00,ETHUSD,330.03,332.1,329.05,332.08,167.42,55425.71,0.006211556525164414,1,1.0,0.07436508195530674
147,2017-11-18 08:00:00,ETHUSD,332.08,332.08,330.85,332.0,257.27,85397.6,-0.00024090580582987258,-1,,0.0
148,2017-11-18 09:00:00,ETHUSD,332.0,333.0,331.76,332.27,203.98,67899.2,0.000813253012048138,1,0.0,0.0
149,2017-11-18 10:00:00,ETHUSD,332.27,333.0,331.93,333.0,135.28,44990.33,0.002197008456977814,1,,0.0
150,2017-11-18 11:00:00,ETHUSD,333.0,333.0,331.33,333.0,247.0,82152.53,0.0,0,1.0,0.3649208527925831
151,2017-11-18 12:00:00,ETHUSD,333.0,333.91,332.0,333.91,333.75,111197.6,0.002732732732732808,1,0.0,0.0
152,2017-11-18 13:00:00,ETHUSD,333.91,334.0,330.38,332.3,1123.06,373762.6,-0.004821658530741857,-1,1.0,0.6141580843095735
153,2017-11-18 14:00:00,ETHUSD,332.3,333.94,331.0,333.74,1828.49,607072.79,0.0043334336442973145,1,,0.0
154,2017-11-18 15:00:00,ETHUSD,333.74,335.24,333.13,334.92,1086.17,363660.35,0.003535686462515751,1,0.0,0.0
155,2017-11-18 16:00:00,ETHUSD,334.92,335.24,333.56,334.42,325.05,108711.25,-0.0014928938253911382,-1,0.0,0.0
156,2017-11-18 17:00:00,ETHUSD,334.42,335.17,334.15,334.99,236.95,79274.56,0.0017044435141438704,1,,0.0
157,2017-11-18 18:00:00,ETHUSD,334.99,337.25,334.25,337.25,327.65,110128.5,0.00674647004388188,1,1.0,0.5362594250228008
158,2017-11-18 19:00:00,ETHUSD,337.25,339.0,334.75,336.79,4951.54,1664483.17,-0.0013639733135655434,-1,,0.0
159,2017-11-18 20:00:00,ETHUSD,336.79,337.5,334.85,337.1,3701.08,1241640.7,0.0009204548828646999,1,0.0,0.0
160,2017-11-18 21:00:00,ETHUSD,337.1,344.97,337.02,344.19,3291.05,1121186.51,0.0210323346188074,1,1.0,0.785042445264201
161,2017-11-18 22:00:00,ETHUSD,344.19,348.24,342.0,348.01,1854.38,640047.26,0.01109852116563524,1,,0.0
162,2017-11-18 23:00:00,ETHUSD,348.01,349.31,341.06,346.96,1820.55,631696.96,-0.0030171546794632667,-1,1.0,0.44807749891204024
163,2017-11-19 00:00:00,ETHUSD,346.96,348.4,345.7,346.81,560.09,194443.28,-0.0004323264929674235,-1,-1.0,-0.25928259793008296
164,2017-11-19 01:00:00,ETHUSD,346.81,347.87,345.16,346.19,282.86,98041.56,-0.001787722384014315,-1,0.0,0.0
165,2017-11-19 02:00:00,ETHUSD,346.19,346.22,344.01,344.29,346.12,119480.27,-0.005488315664808277,-1,0.0,0.0
166,2017-11-19 03:00:00,ETHUSD,344.29,347.99,344.29,346.74,270.43,93860.36,0.007116093990531204,1,0.0,0.0
167,2017-11-19 04:00:00,ETHUSD,346.74,348.81,346.74,348.81,123.35,42959.43,0.005969890984599392,1,,0.0
168,2017-11-19 05:00:00,ETHUSD,348.81,349.3,347.02,348.29,1377.91,480729.86,-0.0014907829477365379,-1,0.0,0.0
169,2017-11-19 06:00:00,ETHUSD,348.29,359.12,347.8,358.5,5321.22,1869499.53,0.02931465158345051,1,0.0,0.0
170,2017-11-19 07:00:00,ETHUSD,358.5,372.0,355.25,362.0,5217.57,1898522.12,0.009762900976290097,1,1.0,0.6813781969599464
171,2017-11-19 08:00:00,ETHUSD,362.0,366.57,357.39,358.34,2203.56,798167.32,-0.01011049723756913,-1,0.0,0.0
172,2017-11-19 09:00:00,ETHUSD,358.34,366.28,358.0,364.47,1457.42,526282.65,0.0171066584807726,1,1.0,0.30836666364461357
173,2017-11-19 10:00:00,ETHUSD,364.47,364.47,359.5,360.15,796.0,287450.87,-0.011852827393201223,-1,1.0,0.4231085432807596
174,2017-11-19 11:00:00,ETHUSD,360.15,360.95,357.92,359.2,662.33,237885.09,-0.00263778980980144,-1,0.0,0.0
175,2017-11-19 12:00:00,ETHUSD,359.2,359.38,351.49,353.22,1200.98,425951.44,-0.01664810690423152,-1,0.0,0.0
176,2017-11-19 13:00:00,ETHUSD,353.22,362.36,351.8,358.43,2914.66,1045493.87,0.014750014155483776,1,1.0,0.3233869970725574
177,2017-11-19 14:00:00,ETHUSD,358.43,362.02,357.41,360.0,1325.74,477696.85,0.004380213709789898,1,0.0,0.0
178,2017-11-19 15:00:00,ETHUSD,360.0,360.0,356.0,357.0,529.27,189137.6,-0.008333333333333333,-1,1.0,0.5212312964798715
179,2017-11-19 16:00:00,ETHUSD,357.0,362.0,356.82,360.4,833.45,300410.95,0.00952380952380946,1,0.0,0.0
180,2017-11-19 17:00:00,ETHUSD,360.4,361.78,354.01,354.5,977.45,349398.2,-0.0163706992230854,-1,0.0,0.0
181,2017-11-19 18:00:00,ETHUSD,354.5,354.99,345.0,352.0,2544.37,891057.86,-0.007052186177715092,-1,1.0,0.40139015006613454
182,2017-11-19 19:00:00,ETHUSD,352.0,352.5,349.0,349.5,633.44,221723.29,-0.007102272727272727,-1,,0.0
183,2017-11-19 20:00:00,ETHUSD,349.5,350.0,346.41,349.53,623.42,217325.79,8.583690987116657e-05,1,0.0,0.0
184,2017-11-19 21:00:00,ETHUSD,349.53,352.97,349.53,351.58,866.48,304628.38,0.005865018739450152,1,0.0,0.0
185,2017-11-19 22:00:00,ETHUSD,351.58,359.0,350.82,357.53,761.32,271047.9,0.016923602025143605,1,0.0,0.0
186,2017-11-19 23:00:00,ETHUSD,357.53,358.99,352.89,354.48,310.25,110469.51,-0.008530752664111976,-1,0.0,0.0
187,2017-11-20 00:00:00,ETHUSD,354.48,355.15,352.88,353.29,185.11,65572.27,-0.003357030015797782,-1,0.0,0.0
188,2017-11-20 01:00:00,ETHUSD,353.29,357.3,352.0,355.53,478.07,169715.38,0.006340400237764873,1,0.0,0.0
189,2017-11-20 02:00:00,ETHUSD,355.53,358.11,354.09,358.11,312.22,111405.87,0.007256771580457461,1,0.0,0.0
190,2017-11-20 03:00:00,ETHUSD,358.11,359.5,354.3,359.5,658.78,235048.35,0.0038814889279829836,1,0.0,0.0
191,2017-11-20 04:00:00,ETHUSD,359.5,359.99,355.0,355.17,803.21,286525.46,-0.012044506258692585,-1,0.0,0.0
192,2017-11-20 05:00:00,ETHUSD,355.17,358.03,351.08,354.2,328.81,116380.61,-0.0027310865219473133,-1,0.0,0.0
193,2017-11-20 06:00:00,ETHUSD,354.2,358.61,351.77,356.52,321.07,114108.17,0.006549971767363052,1,0.0,0.0
194,2017-11-20 07:00:00,ETHUSD,356.52,357.46,351.0,352.52,856.52,301718.57,-0.011219566924716706,-1,0.0,0.0
195,2017-11-20 08:00:00,ETHUSD,352.52,355.55,351.55,354.93,234.52,83114.73,0.006836491546578989,1,0.0,0.0
