,Date,Close,Volume ETH,Volume USD,Sentiment_total,Sentiment_component,Change
196,2018/05/27,571.39,11946.280000000002,6859871.729999999,-0.0679714070000001,-0.2118,-1
197,2018/05/28,512.23,22259.10000000001,11912155.030000003,0.4612599089999999,1.0561,-1
198,2018/05/29,566.99,35847.36,19319909.049999997,4.562909232,8.1085,1
199,2018/05/30,556.82,34053.02,19104926.909999996,0.5373746490000002,1.7642999999999995,-1
200,2018/05/31,576.85,32196.399999999994,18470465.660000008,0.990205727,0.4019,1
201,2018/06/01,578.96,22076.53,12727204.530000003,-6.96674406,-10.080400000000001,1
202,2018/06/02,591.0,15555.639999999998,9150290.07,6.162252342,7.135500000000001,1
203,2018/06/03,619.59,10974.659999999998,6732722.23,2.2142786389999998,4.3977,1
204,2018/06/04,590.0,21461.18,12913293.829999998,3.6959655170000003,3.6393999999999997,-1
205,2018/06/05,607.53,36158.03999999999,21501507.330000006,5.565850734,9.350400000000002,1
206,2018/06/06,606.39,21138.66,12741072.019999998,8.747475134999998,17.077099999999998,-1
207,2018/06/07,604.05,21291.010000000002,12941701.38,3.3160393499999996,4.0177000000000005,-1
208,2018/06/08,599.88,13892.63,8341791.849999999,7.792744301999999,14.060599999999999,-1
209,2018/06/09,593.88,4135.679999999999,2488952.92,2.6264994580000005,4.819399999999999,-1
210,2018/06/10,526.28,40970.51999999999,22399874.5,1.9407372140000003,2.6815,-1
211,2018/06/11,530.57,28129.919999999995,14722723.74,0.0,0.0,1
212,2018/06/12,494.16,23604.48,12093609.4,1.7210199350000002,2.2943000000000002,-1
213,2018/06/13,475.89,38425.72,18198066.590000004,2.940534008,3.9517,-1
214,2018/06/14,520.57,48837.289999999986,24131512.01,0.40474504899999975,0.5314999999999996,1
215,2018/06/15,488.27,21467.67,10793358.77,5.587993899999998,8.6168,-1
216,2018/06/16,497.84,7986.659999999999,3954540.5500000003,1.9996157510000003,2.5763,1
217,2018/06/17,497.26,11403.09,5738921.47,1.4732347479999999,3.2559,-1
218,2018/06/18,517.04,12730.76,6462798.209999999,0.835681254,2.6166000000000005,1
219,2018/06/19,538.11,16731.89,8903110.43,-0.3864898379999999,-1.9179000000000002,1
220,2018/06/20,536.3,13158.6,6985736.550000001,2.072691442,2.6196,-1
221,2018/06/21,525.27,12803.869999999999,6798779.97,3.2244991910000005,4.2707999999999995,-1
222,2018/06/22,462.86,51972.46000000001,25181790.28,4.436529426999999,6.2904,-1
223,2018/06/23,475.35,7043.56,3319064.040000001,0.7981956619999999,0.9827,1
224,2018/06/24,455.27,26971.209999999995,12011788.160000002,2.066190142,3.0656,-1
225,2018/06/25,458.48,25796.139999999996,11814090.599999998,4.401145681,5.245,1
226,2018/06/26,429.73,23672.18,10591282.68,0.14902093400000005,0.8950000000000001,-1
227,2018/06/27,441.55,19038.21,8210469.39,-0.11234606,-0.1189,1
228,2018/06/28,420.51,11044.7,4768027.540000001,1.8420121520000001,2.7218,-1
229,2018/06/29,434.4,22951.399999999998,9557402.2,3.0027929179999995,4.552199999999999,1
230,2018/06/30,453.84,17994.05,8074383.0600000005,3.2641452830000004,4.006500000000001,1
231,2018/07/01,452.42,11857.35,5362612.819999999,-0.492804209,-0.6369,-1
232,2018/07/02,475.63,26051.770000000004,12095485.009999998,0.0,0.0,1
233,2018/07/03,460.89,16389.22,7733222.43,1.113266194,0.6904,-1
234,2018/07/04,466.99,16081.829999999996,7489591.489999999,2.380644847,3.2907,1
235,2018/07/05,467.98,14252.21,6683988.839999999,8.710082918000001,14.794899999999997,1
236,2018/07/06,469.99,9005.84,4183244.4699999993,2.296570145,3.7127999999999997,1
237,2018/07/07,485.68,7700.48,3650553.9299999997,4.096038356,5.3137,1
238,2018/07/08,485.52,8879.99,4321466.669999999,2.0903302089999998,2.6797999999999997,-1
239,2018/07/09,471.76,12176.460000000001,5831552.39,0.616733328,0.7224,-1
240,2018/07/10,433.24,32529.159999999996,14465722.850000001,3.312053772,7.213,-1
241,2018/07/11,444.34,11055.059999999998,4831248.180000002,3.0429934849999998,2.8379000000000003,1
242,2018/07/12,430.57,13839.749999999998,5933860.07,2.932994866,4.3806,-1
243,2018/07/13,433.43,11426.960000000001,4961020.36,4.79220888,7.421600000000001,1
244,2018/07/14,433.37,3707.6900000000005,1607752.45,0.551065049,0.13569999999999988,-1
245,2018/07/15,449.54,11051.789999999999,4954806.260000001,0.9343106940000001,0.20729999999999987,1
246,2018/07/16,478.0,17599.989999999998,8236863.399999999,3.074691402,5.445599999999999,1
247,2018/07/17,498.9,27583.59,13491675.599999998,1.228480915,3.5414000000000003,1
248,2018/07/18,479.47,17950.880000000005,8827798.18,1.450813497,1.5911,-1
249,2018/07/19,468.58,9223.839999999997,4361604.84,2.555058645,3.4552,-1
250,2018/07/20,447.34,11213.460000000001,5119097.9399999995,1.0285953989999999,1.733,-1
251,2018/07/21,461.39,5795.990000000002,2665757.3499999996,0.6208535320000002,1.2699,1
252,2018/07/22,457.0,5169.71,2394027.52,2.206704062,2.6258,-1
253,2018/07/23,449.73,11768.89,5404493.580000001,2.93557849,3.1676,-1
254,2018/07/24,479.58,15138.019999999999,7103846.079999997,4.995456772000001,11.880799999999999,1
255,2018/07/25,471.33,11699.130000000001,5547067.79,0.562425357,0.06219999999999992,-1
256,2018/07/26,461.98,10386.109999999999,4920088.680000001,0.0,0.0,-1
257,2018/07/27,469.21,10102.069999999998,4684922.180000001,1.667972162,1.7363999999999997,1
258,2018/07/28,469.0,2160.229999999999,1009706.1500000001,0.488008587,0.9567,-1
259,2018/07/29,466.47,2204.25,1028442.5599999999,1.209328691,0.6364,-1
260,2018/07/30,456.97,10719.74,4892642.390000001,0.6491044930000001,2.4897,-1
261,2018/07/31,432.29,16276.380000000001,7090601.78,0.48489224200000003,-0.046499999999999986,-1
262,2018/08/01,420.06,17818.55,7468005.09,0.0,0.0,-1
263,2018/08/02,410.56,14313.31,5954815.229999999,2.5685507530000002,2.8045999999999998,-1
264,2018/08/03,416.91,15210.829999999998,6209972.279999999,0.9211901650000001,0.5102999999999999,1
265,2018/08/04,406.54,10050.619999999999,4122164.47,0.97554536,2.1050999999999997,-1
266,2018/08/05,408.97,7449.34,3029059.22,0.0,0.0,1
267,2018/08/06,404.25,9716.09,3953960.9799999995,0.0,0.0,-1
268,2018/08/07,378.3,22084.43,8700819.42,2.362491417,3.344,-1
269,2018/08/08,355.59,38217.329999999994,13959803.640000004,1.48971462,1.6886999999999996,-1
270,2018/08/09,363.52,30689.31000000001,11058293.100000001,8.455648617999998,14.309499999999998,1
271,2018/08/10,331.63,21295.25,7453618.7,3.1544668560000004,4.2623999999999995,-1
272,2018/08/11,317.5,28984.52,9222618.75,1.5283779259999999,1.0064000000000002,-1
273,2018/08/12,318.08,15797.54,5068227.210000001,3.1635991229999996,5.5313,1
274,2018/08/13,283.95,35376.530000000006,10739356.790000001,0.0,0.0,-1
275,2018/08/14,277.83,93651.36,24682548.68,0.0,0.0,-1
276,2018/08/15,281.17,36888.350000000006,10654712.32,0.0,0.0,1
277,2018/08/16,286.62,26607.61,7707006.74,5.575917578,8.351,1
278,2018/08/17,317.43,38560.06999999999,11620021.98,-0.441604155,-0.5552,1
279,2018/08/18,293.83,28432.109999999997,8484409.530000001,-0.652927402,-0.8583,-1
280,2018/08/19,299.97,15283.590000000004,4543476.9399999995,0.09136278700000011,0.14890000000000003,1
281,2018/08/20,270.85,24070.620000000003,6858707.92,-0.648045207,-0.9118,-1
282,2018/08/21,281.25,17859.54,4946818.11,0.0,0.0,1
283,2018/08/22,269.99,28132.210000000003,7854319.61,2.4354499159999996,3.2618,-1
284,2018/08/23,275.72,17426.28,4778703.61,0.0,0.0,1
285,2018/08/24,280.9,12600.880000000001,3488787.9299999997,0.0,0.0,1
286,2018/08/25,277.99,2568.8399999999997,717109.3799999999,0.0,0.0,-1
287,2018/08/26,274.69,6441.829999999998,1763186.3600000003,1.027897518,1.3884,-1
288,2018/08/27,287.99,12957.620000000003,3604170.36,1.611715984,1.6897000000000002,1
289,2018/08/28,295.9,18066.320000000003,5223906.619999999,5.59943307,8.681500000000002,1
290,2018/08/29,288.34,10750.940000000002,3124396.9300000006,0.4161628650000001,0.9611000000000003,-1
291,2018/08/30,284.21,21610.48,6085859.05,1.7770753170000002,2.3733,-1
292,2018/08/31,281.49,13576.46,3813282.8299999996,1.476325272,1.228,-1
293,2018/09/01,295.45,13507.19,3963848.1600000006,1.512998158,3.3219999999999996,1
294,2018/09/02,294.75,13789.7,4065231.4899999993,0.485446275,0.6249,-1
295,2018/09/03,288.85,14272.199999999995,4126843.81,0.031398803999999975,-0.038599999999999995,-1
296,2018/09/04,285.22,20921.820000000003,6003554.06,1.343426323,1.8902999999999999,-1
297,2018/09/05,227.99,53395.67000000001,13681147.389999997,0.34713724299999993,0.7669,-1
298,2018/09/06,229.03,62118.89,13883562.350000001,1.4739459270000002,1.051,1
299,2018/09/07,214.77,47472.420000000006,10449814.03,2.6292174630000003,3.9972,-1
300,2018/09/08,197.16,51520.35999999999,10496585.48,0.0,0.0,-1
301,2018/09/09,195.8,37329.68000000001,7367237.460000002,0.57171374,0.7713,-1
302,2018/09/10,196.66,44437.23,8631136.770000001,6.988200265,11.0277,1
303,2018/09/11,185.04,83013.95999999999,15473033.21,4.38899986,8.057800000000002,-1
304,2018/09/12,182.78,70517.53000000001,12243949.520000001,2.206644094,3.002,-1
305,2018/09/13,211.31,90544.47,18089297.01,3.7928501509999997,5.839700000000001,1
306,2018/09/14,208.71,72124.26000000001,15423847.420000002,5.2791623759999995,7.3264,-1
307,2018/09/15,221.93,16998.02,3755322.8200000003,6.621763254,12.128200000000001,1
308,2018/09/16,220.08,17787.11,3854901.4400000004,-0.5030899729999998,-0.6689000000000003,-1
309,2018/09/17,196.16,50924.5,10670230.07,0.24006674099999997,0.29919999999999997,-1
310,2018/09/18,208.53,35938.80999999999,7361930.140000001,1.0762878169999999,0.8365,1
311,2018/09/19,209.48,49875.27000000001,10352434.03,2.4630645829999995,4.0809999999999995,1
312,2018/09/20,224.3,36283.32,7783867.16,0.0,0.0,1
313,2018/09/21,247.64,74459.85999999999,17379203.32,0.506636863,0.6597,1
314,2018/09/22,239.93,31193.610000000008,7489333.760000002,3.9916034419999997,5.4492,-1
315,2018/09/23,244.14,19335.649999999998,4684844.12,1.9856959639999998,3.5885000000000002,1
316,2018/09/24,228.05,22921.369999999995,5365375.53,3.277052002,5.736,-1
317,2018/09/25,218.85,43699.619999999995,9326270.490000004,0.866594548,0.37559999999999993,-1
318,2018/09/26,214.42,29637.420000000002,6381531.299999999,5.795496845999999,8.245700000000001,-1
319,2018/09/27,228.58,46089.96000000001,10193571.569999998,4.704331263,7.0935999999999995,1
320,2018/09/28,220.94,40540.759999999995,9110737.59,4.796584716,9.5564,-1
