,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD,percentage,change,Sentiment_1,Sentiment_total,Sentiment_component
1152,2017/12/30 05:00,ETHUSD,670.21,701.89,667.53,696.83,1552.96,1068423.41,0.039718894,1,0.586598362,0.958560644,4.2834
1153,2017/12/30 06:00,ETHUSD,696.83,703.26,691.95,698.53,1184.37,826761.67,0.002439619,1,1,1.169039686,3.71
1154,2017/12/30 07:00,ETHUSD,698.53,711.6,694.74,710.3,1276.48,896764.35,0.01684967,1,1,1.578442479,2.2189
1155,2017/12/30 08:00,ETHUSD,710.3,715,695.81,711.77,4095.38,2891727.72,0.002069548,1,0.871848395,1.366002689,3.8474
1156,2017/12/30 09:00,ETHUSD,711.77,714.94,691.02,708.16,2543.72,1790279.12,-0.005071863,-1,0.04788172,0.050299084,3.7173
1157,2017/12/30 10:00,ETHUSD,708.16,715,700.43,708.73,1880.41,1331903.13,0.000804903,1,1,1.325508789,0.1059
1158,2017/12/30 11:00,ETHUSD,708.73,720.09,696.22,719.87,1467.15,1040502.58,0.015718257,1,0.009305905,0.010950216,2.7641
1159,2017/12/30 12:00,ETHUSD,719.87,721.17,680,681.01,2713.37,1911581.73,-0.053981969,-1,1,1.301634762,0.0266
1160,2017/12/30 13:00,ETHUSD,681.01,694.87,659.06,691.43,3401.88,2297658.53,0.015300803,1,0.367558745,0.463016328,2.6753
1161,2017/12/30 14:00,ETHUSD,691.43,706.93,683.13,695.57,1420.83,988644.35,0.005987591,1,1,0.364920853,1.1935
1162,2017/12/30 15:00,ETHUSD,695.57,699.98,684.01,689,1758.23,1214213.18,-0.009445491,-1,1,0.623689916,0.4404
1163,2017/12/30 16:00,ETHUSD,689,692.95,670,677.24,1932.81,1315808.46,-0.017068215,-1,-1,-0.546327894,0.8658
1164,2017/12/30 17:00,ETHUSD,677.24,697,676.34,696.43,1281.59,883452.43,0.028335597,1,0.919071518,0.451878771,-0.7269
1165,2017/12/30 18:00,ETHUSD,696.43,704.84,690.09,701.52,1021.87,712049.69,0.007308703,1,0,0,0.586
1166,2017/12/30 19:00,ETHUSD,701.52,710,699.58,709,983.16,693267.62,0.010662561,1,0,0,0
1167,2017/12/30 20:00,ETHUSD,706.32,711.44,696.65,705,1469.47,1033958.77,-0.005641749,-1,1,0.351712652,0
1168,2017/12/30 21:00,ETHUSD,705,714.89,700.25,714.51,1370.78,971934.64,0.013489362,1,0,0,0.4215
1169,2017/12/30 22:00,ETHUSD,714.51,717.91,704.94,710.48,963.81,685628.97,-0.005640229,-1,0,0,0
1170,2017/12/30 23:00,ETHUSD,710.48,711.78,695.47,698.46,1432.09,1009798.17,-0.01691814,-1,1,0.600209185,0
1171,2017/12/31 00:00,ETHUSD,698.46,714.96,687.03,710.45,1518.92,1062104.98,0.017166337,1,0,0,0.8225
1172,2017/12/31 01:00,ETHUSD,710.45,716.28,705.22,710.01,1205.85,857240.48,-0.000619326,-1,0,0,0
1173,2017/12/31 02:00,ETHUSD,710.01,714.5,701.03,706.74,917.09,648769.28,-0.004605569,-1,1,0.551065049,0
1174,2017/12/31 03:00,ETHUSD,706.74,710.92,697.02,701,1915.56,1353872.98,-0.008121799,-1,1,0.37761418,0.7351
1175,2017/12/31 04:00,ETHUSD,701,709.72,694.81,701.48,1102.26,774923.27,0.000684736,1,0,0,0.4588
1176,2017/12/31 05:00,ETHUSD,701.48,709.51,697.08,697.08,548.79,385996.64,-0.006272453,-1,0,0,0
1177,2017/12/31 06:00,ETHUSD,697.08,705,689.29,695.07,1104.23,769595.76,-0.002883457,-1,0,0,0
1178,2017/12/31 07:00,ETHUSD,695.07,706.98,693.49,705,1022.93,715828.27,0.014286331,1,0,0,0
1179,2017/12/31 08:00,ETHUSD,705,710,695.02,696.6,659.2,464149.11,-0.011914894,-1,0.492031786,0.539375002,0
1180,2017/12/31 09:00,ETHUSD,696.6,701.84,691.06,695.92,589.37,410942.16,-0.00097617,-1,-1,-0.603660014,1.1331
1181,2017/12/31 10:00,ETHUSD,695.92,708.06,692.49,706.52,417.55,292218.33,0.015231636,1,0.007614493,0.008774031,-0.8288
1182,2017/12/31 11:00,ETHUSD,706.52,720,704.88,711.39,1297.75,926877.76,0.00689294,1,0,0,0.0207
1183,2017/12/31 12:00,ETHUSD,711.39,723.62,707.74,717.56,889.43,636807.52,0.008673161,1,0,0,0
1184,2017/12/31 13:00,ETHUSD,717.56,719.75,711.99,715.35,469.15,335658.42,-0.003079882,-1,1,0.27626717,0
1185,2017/12/31 14:00,ETHUSD,715.35,727.29,712.63,724.96,785.41,567070.05,0.013433983,1,0,0,0.3182
1186,2017/12/31 15:00,ETHUSD,724.96,728.45,717,725.41,631.14,455586.92,0.000620724,1,0.049405306,0.03006071,0
1187,2017/12/31 16:00,ETHUSD,725.41,748,725.41,739.81,1709.56,1263016.02,0.019850843,1,1,1.028225589,0.0432
1188,2017/12/31 17:00,ETHUSD,739.81,759.08,734.43,741.99,3806.86,2843344.29,0.002946703,1,-0.293051891,-0.213236589,1.7961
1189,2017/12/31 18:00,ETHUSD,741.99,742.46,735,738.1,575.22,425485.15,-0.005242658,-1,0,0,-0.3332
1190,2017/12/31 19:00,ETHUSD,738.1,744.09,735.13,739.59,498.62,368578.61,0.002018697,1,0,0,0
1191,2017/12/31 20:00,ETHUSD,739.59,749.22,739.59,746,1342.5,1000159.68,0.008666964,1,1,0.364920853,0
1192,2017/12/31 21:00,ETHUSD,746,746.89,737.02,742,567.18,420515.42,-0.00536193,-1,1,0.848354445,0.4404
1193,2017/12/31 22:00,ETHUSD,741.23,743.57,735,741.1,804.7,594019.78,-0.001212938,-1,1,0.351712652,1.3358
1194,2017/12/31 23:00,ETHUSD,741.1,745,737.73,743.48,392.71,291462,0.003211442,1,1,0.351712652,0.4215
1195,2018/1/1 00:00,ETHUSD,743.48,743.5,731.61,735.78,685.09,506131.35,-0.010356701,-1,1,1.155118638,0.4215
1196,2018/1/1 01:00,ETHUSD,735.78,736.52,726.01,728.21,466.91,340977.32,-0.010288401,-1,1,1.453462235,2.1744
1197,2018/1/1 02:00,ETHUSD,728.21,730.69,723.86,727.2,133.75,97322.64,-0.001386963,-1,1,1.339228959,3.2779
1198,2018/1/1 03:00,ETHUSD,727.2,736.94,723.47,736.45,500.3,366353.83,0.012720022,1,1,1.27996115,2.8161
1199,2018/1/1 04:00,ETHUSD,736.45,748,733.65,747.32,764.5,567255.58,0.014759997,1,0.932400856,1.272352447,2.5965
1200,2018/1/1 05:00,ETHUSD,747.32,750.86,743,746.5,1127.71,842604.23,-0.001097254,-1,1,1.33191737,2.8331
1201,2018/1/1 06:00,ETHUSD,746.5,762.97,742.59,762,1554.94,1173112.65,0.020763563,1,1,1.317854908,2.7883
1202,2018/1/1 07:00,ETHUSD,762,768.87,754,756.01,2256.94,1725258.84,-0.007860892,-1,1,0.94902894,2.7354
1203,2018/1/1 08:00,ETHUSD,756.01,761.42,739.08,743,638.22,477785.12,-0.017208767,-1,1,1.405606672,1.5832
1204,2018/1/1 09:00,ETHUSD,743,752.5,742.09,748.53,364.35,272943.41,0.007442799,1,1,0.582662447,3.078
1205,2018/1/1 10:00,ETHUSD,748.53,757.5,748.51,756.97,290.04,218527.52,0.011275433,1,1,0.673556531,0.7908
1206,2018/1/1 11:00,ETHUSD,756.97,757.64,736.28,745.85,1170.95,876680.73,-0.014690146,-1,1,0.879543757,0.9612
1207,2018/1/1 12:00,ETHUSD,745.85,754.96,743,750.38,2491.44,1863329.19,0.006073607,1,1,0.591889348,1.4098
1208,2018/1/1 13:00,ETHUSD,750.38,751,736.45,739.94,572.79,424945.59,-0.013912951,-1,1,0.600209185,0.8074
1209,2018/1/1 14:00,ETHUSD,739.94,744.97,722.02,742.4,4067.4,2972807,0.003324594,1,1,0.88211328,0.8225
1210,2018/1/1 15:00,ETHUSD,742.4,749.99,738.27,747.43,1869.04,1392995.9,0.006775323,1,1,0.747398595,1.416
1211,2018/1/1 16:00,ETHUSD,747.43,750,735.02,742.77,752.23,559134.69,-0.006234698,-1,0,0,1.1115
1212,2018/1/1 17:00,ETHUSD,742.77,749.79,739.57,742.91,401.33,299080.17,0.000188484,1,1,0.667059846,0
1213,2018/1/1 18:00,ETHUSD,742.91,745.98,737.5,743.72,923.26,683924.74,0.001090307,1,0,0,0.9485
1214,2018/1/1 19:00,ETHUSD,743.72,748.64,739.17,744.5,1084.44,804897.79,0.001048782,1,0,0,0
1215,2018/1/1 20:00,ETHUSD,744.5,757.62,744.49,756,1962.85,1470896.51,0.015446608,1,0.397089709,0.320364892,0
1216,2018/1/1 21:00,ETHUSD,756,766.86,755.01,760.48,3978.27,3024640.13,0.005925926,1,1,0.607589292,0.5294
1217,2018/1/1 22:00,ETHUSD,760.48,762.03,753.68,755.97,582.62,442046.66,-0.005930465,-1,1,0.452285079,0.836
1218,2018/1/1 23:00,ETHUSD,755.97,755.97,748.25,752.78,542.58,407987.75,-0.004219744,-1,0,0,0.5719
1219,2018/1/2 00:00,ETHUSD,752.78,786.2,752.78,786.2,1906.69,1476097.03,0.044395441,1,0,0,0
1220,2018/1/2 01:00,ETHUSD,786.2,849.85,785,849.49,7458.58,6105715.72,0.080501145,1,0,0,0
1221,2018/1/2 02:00,ETHUSD,840.05,888,828,858,9163.41,7911859.8,0.010017775,1,0,0,0
1222,2018/1/2 03:00,ETHUSD,858,858,823.5,825.17,3915.18,3296372.65,-0.038263403,-1,0,0,0
1223,2018/1/2 04:00,ETHUSD,825.17,847.92,819,835.37,2596.27,2159691.73,0.012361089,1,0,0,0
1224,2018/1/2 05:00,ETHUSD,835.37,853.99,832.5,840,843.33,710392.38,0.005542454,1,0,0,0
1225,2018/1/2 06:00,ETHUSD,840,856.23,840,849.55,1226.9,1043358.73,0.011369048,1,1,0.364920853,0
1226,2018/1/2 07:00,ETHUSD,849.55,850.12,842.58,849.73,1468.8,1242214.3,0.000211877,1,0,0,0.4404
1227,2018/1/2 08:00,ETHUSD,849.73,855.97,831,833.93,2880.11,2427658,-0.018594142,-1,0,0,0
1228,2018/1/2 09:00,ETHUSD,833.93,842.99,826.99,839,2819.7,2351492.92,0.006079647,1,0,0,0
1229,2018/1/2 10:00,ETHUSD,839,855,838.71,853.09,1272.79,1076627.86,0.016793802,1,0,0,0
1230,2018/1/2 11:00,ETHUSD,853.09,856.94,843.94,851.56,1099.54,934860.91,-0.00179348,-1,0.639250936,0.662904557,0
1231,2018/1/2 12:00,ETHUSD,851.56,854,840.01,847.47,1767.03,1500766.34,-0.00480295,-1,0,0,1.2801
1232,2018/1/2 13:00,ETHUSD,847.47,869.4,843.25,865.33,2627.39,2248194.85,0.021074492,1,1,0.792449382,0
1233,2018/1/2 14:00,ETHUSD,865.33,871.92,860,863.26,3736.17,3227126.95,-0.002392151,-1,0.587760375,0.674909593,1.2088
1234,2018/1/2 15:00,ETHUSD,863.26,870,860.16,864,2569.31,2224003.64,0.000857216,1,0,0,1.456
1235,2018/1/2 16:00,ETHUSD,864,879.41,862.72,865.51,1929.17,1680061.19,0.001747685,1,-1,-0.097761718,0
1236,2018/1/2 17:00,ETHUSD,865.51,872.4,865.01,870.44,1736.21,1508084.35,0.005696064,1,1,0.364920853,-0.1027
1237,2018/1/2 18:00,ETHUSD,870.44,875,840.2,858.26,3055.67,2628274.03,-0.013992923,-1,0,0,0.4404
1238,2018/1/2 19:00,ETHUSD,858.26,858.26,812.07,853.92,6446.86,5405651.79,-0.005056743,-1,1,0.308366664,0
1239,2018/1/2 20:00,ETHUSD,853.92,858.82,842.95,858.32,2161.23,1838665.97,0.005152708,1,0,0,0.3612
1240,2018/1/2 21:00,ETHUSD,858.32,870.22,853.29,866,1207.44,1046334.69,0.008947712,1,-1,-0.308366664,0
1241,2018/1/2 22:00,ETHUSD,866,869.29,842.99,852.46,2182.17,1854495.48,-0.015635104,-1,1,1.18261637,-0.3612
1242,2018/1/2 23:00,ETHUSD,852.46,864.08,847.85,858.6,1558.53,1333449.67,0.007202684,1,1,0.339752565,2.2629
1243,2018/1/3 00:00,ETHUSD,858.6,882.67,855.21,880,5179.77,4516088.2,0.024924295,1,0.96581876,1.327848564,0.4046
1244,2018/1/3 01:00,ETHUSD,880,884,859,862.8,1561.01,1361220.64,-0.019545455,-1,1,0.977461087,2.916
1245,2018/1/3 02:00,ETHUSD,862.8,867,850,856.99,3690.2,3163043.62,-0.00673389,-1,0.439221653,0.49784996,1.6577
1246,2018/1/3 03:00,ETHUSD,856.99,865.81,852.04,859.77,716.78,615119.41,0.003243912,1,1,0.368593633,1.097
1247,2018/1/3 04:00,ETHUSD,859.77,866.61,854.35,863.22,475.04,408925.94,0.004012701,1,0.227129134,0.199072229,0.4457
1248,2018/1/3 05:00,ETHUSD,863.22,878.42,863.22,876.99,398.05,345893.72,0.015951901,1,0,0,0.3523
1249,2018/1/3 06:00,ETHUSD,876.99,879.69,872.04,879,445.07,390306.61,0.00229193,1,0,0,0
1250,2018/1/3 07:00,ETHUSD,879,884.86,876.01,882.07,342.65,301839.21,0.003492605,1,0,0,0
1251,2018/1/3 08:00,ETHUSD,882.07,882.99,865.45,871,2035.98,1779346.03,-0.012550024,-1,0,0,0
1252,2018/1/3 09:00,ETHUSD,871,871,855,858.05,2565.14,2213927.27,-0.014867968,-1,0,0,0
1253,2018/1/3 10:00,ETHUSD,858.05,862.99,850,861.74,3093.32,2637864.21,0.004300449,1,0,0,0
1254,2018/1/3 11:00,ETHUSD,861.74,875.08,859.32,874.93,1682.95,1462386.8,0.015306241,1,0,0,0
1255,2018/1/3 12:00,ETHUSD,874.93,874.96,851.86,855.83,2634.59,2273677.86,-0.021830318,-1,1,0.742841698,0
1256,2018/1/3 13:00,ETHUSD,855.83,875,850,872.65,3985.56,3426346.59,0.019653436,1,1,0.27626717,1.1019
1257,2018/1/3 14:00,ETHUSD,872.65,877.98,869.26,871,2010.91,1755850.33,-0.001890792,-1,0,0,0.3182
1258,2018/1/3 15:00,ETHUSD,871,884,868,880.93,3092.9,2712352.7,0.011400689,1,0,0,0
1259,2018/1/3 16:00,ETHUSD,880.93,883,872,875.24,1418.64,1243609.36,-0.006459083,-1,1,0.933501769,0
1260,2018/1/3 17:00,ETHUSD,875.24,883,873.2,875.46,1567.81,1376950.95,0.00025136,1,1,0.546327894,1.5434
1261,2018/1/3 18:00,ETHUSD,875.46,930,872.03,928.62,6901.85,6252782.35,0.060722363,1,0,0,0.7269
1262,2018/1/3 19:00,ETHUSD,928.62,933.33,912.39,926,3776.59,3487224.35,-0.002821391,-1,1,0.575489137,0
1263,2018/1/3 20:00,ETHUSD,926,927.97,913.42,915.82,2143.42,1971541.47,-0.010993521,-1,0,0,0.778
1264,2018/1/3 21:00,ETHUSD,915.82,933.99,913.27,924,2176.01,2011204.52,0.008931886,1,0,0,0
1265,2018/1/3 22:00,ETHUSD,924,946.65,920.41,944.95,3113.6,2919194.09,0.02267316,1,0,0,0
1266,2018/1/3 23:00,ETHUSD,944.95,950,929.99,940.4,2109.37,1988284.47,-0.00481507,-1,0,0,0
1267,2018/1/4 00:00,ETHUSD,940.4,942.54,923.6,938.97,1620.09,1511633.36,-0.00152063,-1,1,0.45527063,0
1268,2018/1/4 01:00,ETHUSD,938.97,941.98,925,925.02,1685.22,1573211.86,-0.014856705,-1,-0.887274586,-0.755277843,0.5766
1269,2018/1/4 02:00,ETHUSD,925.02,934.19,915.33,930.98,2296.41,2124656.06,0.006443104,1,-0.094410657,-0.109634292,-1.2153
1270,2018/1/4 03:00,ETHUSD,930.98,935.2,920.1,931.21,1591.57,1477278.81,0.000247051,1,1,0.27626717,-0.2608
1271,2018/1/4 04:00,ETHUSD,931.21,936.47,920.22,926.31,767.83,713626.41,-0.005261971,-1,0.030233885,0.01569705,0.3182
1272,2018/1/4 05:00,ETHUSD,926.31,935,923.08,932.2,597.22,555242.19,0.006358562,1,0,0,0.0212
1273,2018/1/4 06:00,ETHUSD,932.2,939.5,926,929.99,1712.19,1596429.01,-0.002370736,-1,1,0.518436587,0
1274,2018/1/4 07:00,ETHUSD,929.99,938.55,924.06,936.68,1450.3,1349767.08,0.007193626,1,0,0,0.6794
1275,2018/1/4 08:00,ETHUSD,936.68,940,915.05,916,5132.19,4778935.54,-0.022077978,-1,1,0.364920853,0
1276,2018/1/4 09:00,ETHUSD,916,926.45,895.52,921.24,4037.37,3685489.75,0.005720524,1,0,0,0.4404
1277,2018/1/4 10:00,ETHUSD,921.24,935.39,916.86,927.72,1673.25,1546548.08,0.007033998,1,0,0,0
1278,2018/1/4 11:00,ETHUSD,927.72,948,923.89,948,1787.9,1673361,0.021860044,1,1,0.873717204,0
1279,2018/1/4 12:00,ETHUSD,948,948,924.2,936.99,5353.45,5002321.76,-0.011613924,-1,0,0,1.3958
1280,2018/1/4 13:00,ETHUSD,936.99,977.44,932.3,977,7602.38,7200079.51,0.042700562,1,0,0,0
1281,2018/1/4 14:00,ETHUSD,977,999.91,972.91,993.44,6057.16,5991857.6,0.016827021,1,0,0,0
1282,2018/1/4 15:00,ETHUSD,993.44,993.44,973.62,986.5,6723.11,6602433.95,-0.006985827,-1,-0.273116711,-0.287737704,0
1283,2018/1/4 16:00,ETHUSD,986.5,991.97,974.75,989.68,3851.93,3783262.98,0.003223517,1,1,0.736254562,-0.5993
1284,2018/1/4 17:00,ETHUSD,989.68,989.68,979.89,986.41,1585.71,1561366.9,-0.003304098,-1,-1,-0.40139015,1.0881
1285,2018/1/4 18:00,ETHUSD,986.41,986.98,960,960.49,3848.65,3749797.68,-0.026277106,-1,1,0.308366664,-0.4939
1286,2018/1/4 19:00,ETHUSD,960.49,969.58,946,951.89,4757.34,4550897.17,-0.008953763,-1,1,0.541393625,0.3612
1287,2018/1/4 20:00,ETHUSD,951.89,953.62,910.25,948.1,5264.8,4918569.48,-0.003981552,-1,-0.137188528,-0.095322643,0.7184
1288,2018/1/4 21:00,ETHUSD,948.1,958.95,936.06,953.15,2544.39,2408819.3,0.005326442,1,0,0,-0.1459
1289,2018/1/4 22:00,ETHUSD,953.15,957.1,944.64,950.5,3842.88,3650654.4,-0.002780255,-1,0.526848635,0.541684697,0
1290,2018/1/4 23:00,ETHUSD,950.5,953,937.72,940,1377.4,1306346.97,-0.011046817,-1,-0.557445976,-0.381783156,1.0616
1291,2018/1/5 00:00,ETHUSD,940,955,928.89,950.86,2818.69,2638382.72,0.011553191,1,0,0,-0.5701
1292,2018/1/5 01:00,ETHUSD,950.86,975.18,950.86,973.66,1370.44,1325442.92,0.023978293,1,-1,-0.530804706,0
1293,2018/1/5 02:00,ETHUSD,973.66,983.5,966.01,978.07,1860.16,1814184.83,0.004529302,1,1,0.559958586,-0.7003
1294,2018/1/5 03:00,ETHUSD,978.07,991.9,972.04,991.9,1493.08,1467536.05,0.014140092,1,0.937068596,1.04607249,0.7506
1295,2018/1/5 04:00,ETHUSD,991.9,1000.5,977.01,998.59,4465.03,4442679.78,0.006744632,1,0.249905504,0.31870381,1.9685
1296,2018/1/5 05:00,ETHUSD,998.59,1000.75,985.98,998,2294.93,2287554.78,-0.000590833,-1,0.018724688,0.027971905,0.8595
1297,2018/1/5 06:00,ETHUSD,998,1022,992.04,1015.69,6528.33,6575617.95,0.017725451,1,-0.442611264,-0.445808736,0.1105
1298,2018/1/5 07:00,ETHUSD,1015.69,1018.86,994.69,1002.13,2302.39,2314332.01,-0.01335053,-1,0,0,-0.8692
1299,2018/1/5 08:00,ETHUSD,1002.13,1019.71,1002.13,1009.87,1764.42,1787243.02,0.007723549,1,0.779116304,0.921773631,0
1300,2018/1/5 09:00,ETHUSD,1009.87,1009.87,974.55,986.52,3231.71,3188274.89,-0.023121788,-1,0.147767857,0.09150025,1.9273
1301,2018/1/5 10:00,ETHUSD,986.52,1000,971.11,974.99,2019.56,1999909.79,-0.011687548,-1,-0.715431488,-0.731855727,0.1324
1302,2018/1/5 11:00,ETHUSD,974.99,996.05,971.53,995,856.17,841963.04,0.020523287,1,-0.207542001,-0.217829387,-1.3737
1303,2018/1/5 12:00,ETHUSD,995,996.98,983.04,989,962.03,951956.36,-0.006030151,-1,1,1.636800129,-0.4546
1304,2018/1/5 13:00,ETHUSD,989,991.42,971,977.35,1352.36,1324989.55,-0.011779575,-1,0.344505204,0.319328933,4.1387
1305,2018/1/5 14:00,ETHUSD,977.35,978,970.84,972.1,1158.73,1131208.96,-0.005371668,-1,0,0,0.5859
1306,2018/1/5 15:00,ETHUSD,972.1,976,966.67,972.99,1533.48,1491569.7,0.000915544,1,-0.200486182,-0.176365025,0
1307,2018/1/5 16:00,ETHUSD,972.99,974.79,942.67,953.48,3394.12,3238983.76,-0.020051594,-1,0,0,-0.3134
1308,2018/1/5 17:00,ETHUSD,953.48,960,924.69,935.04,3061.26,2878920.87,-0.019339682,-1,-0.652075394,-0.432834024,0
1309,2018/1/5 18:00,ETHUSD,935.04,958.96,933.22,957.19,2180.54,2053088.84,0.023688826,1,1,0.443017764,-0.6331
1310,2018/1/5 19:00,ETHUSD,957.19,980,954.64,965,1019.74,985602.94,0.0081593,1,-1,-0.426508795,0.5574
1311,2018/1/5 20:00,ETHUSD,965,980,962.65,965.7,1231.81,1198126.27,0.000725389,1,1,1.176498827,-0.5319
1312,2018/1/5 21:00,ETHUSD,965.7,965.7,947.09,952.29,1244.1,1190498.4,-0.0138863,-1,0.646670921,0.796326182,2.243
1313,2018/1/5 22:00,ETHUSD,952.29,960.6,937.28,942.15,1073.9,1016720.83,-0.010648017,-1,0.036569551,0.039231627,1.824
1314,2018/1/5 23:00,ETHUSD,942.15,973.27,935,966,2806.55,2662793.17,0.02531444,1,-0.544853245,-0.549287713,0.0846
1315,2018/1/6 00:00,ETHUSD,966,976.6,958.76,966.89,1054.69,1021503.68,0.000921325,1,1,0.05088321,-1.0544
1316,2018/1/6 01:00,ETHUSD,966.89,969.81,950.01,968.62,994.91,956156.91,0.001789242,1,-0.01365018,-0.012967763,0.0522
1317,2018/1/6 02:00,ETHUSD,968.62,981.98,954.42,981.24,931.46,903579.57,0.013028845,1,1,0.074365082,-0.0247
1318,2018/1/6 03:00,ETHUSD,981.24,981.89,967,967.46,1830.13,1789383.45,-0.014043455,-1,0,0,0.0772
1319,2018/1/6 04:00,ETHUSD,967.46,985.47,963.7,985.47,1136.89,1111964.84,0.018615757,1,1,0.632919355,0
1320,2018/1/6 05:00,ETHUSD,985.47,996.49,976.65,981.22,1153.55,1137449.87,-0.004312663,-1,1,0.630154131,0.8831
1321,2018/1/6 06:00,ETHUSD,981.22,992.3,968.05,985,2164.69,2130112.39,0.003852347,1,0,0,0.8779
1322,2018/1/6 07:00,ETHUSD,985,995.34,981.24,992,1149.39,1136582.75,0.007106599,1,1,0.37761418,0
1323,2018/1/6 08:00,ETHUSD,992,995,988.98,992.14,546.18,542310.56,0.000141129,1,-1,-0.620415184,0.4588
1324,2018/1/6 09:00,ETHUSD,992.14,998,989.11,996.06,769.13,764847.63,0.003951055,1,-1,-0.337828459,-0.8597
1325,2018/1/6 10:00,ETHUSD,996.06,998.9,992.08,994,396.33,394644.01,-0.002068149,-1,-1,-0.492804209,-0.4019
1326,2018/1/6 11:00,ETHUSD,994,1000,992.45,1000,739.52,736780.85,0.006036217,1,-1,-0.575376645,-0.6369
1327,2018/1/6 12:00,ETHUSD,1000,1000,990.07,995.39,1502.79,1497476.76,-0.00461,-1,0,0,-0.7778
1328,2018/1/6 13:00,ETHUSD,995.39,998.42,984.15,986.71,973.31,966192.75,-0.0087202,-1,0,0,0
1329,2018/1/6 14:00,ETHUSD,986.71,1000,986.71,995.98,1025.07,1021063.5,0.009394858,1,0,0,0
1330,2018/1/6 15:00,ETHUSD,995.98,1009.22,992.45,1003,3175.2,3185465.88,0.007048334,1,-0.313077453,-0.329176917,0
1331,2018/1/6 16:00,ETHUSD,1003,1008.98,996,999,1904.13,1910383.45,-0.003988036,-1,-1,-0.638374155,-0.6811
1332,2018/1/6 17:00,ETHUSD,999,1002.99,996,1001.97,2654.54,2650579.88,0.002972973,1,-0.438480173,-0.390355699,-0.8934
1333,2018/1/6 18:00,ETHUSD,1001.97,1002.34,985,988.97,1109.06,1097806.04,-0.01297444,-1,0,0,-0.6878
1334,2018/1/6 19:00,ETHUSD,988.97,999,987,998.5,1212.15,1205788.33,0.009636288,1,-1,-0.321648622,0
1335,2018/1/6 20:00,ETHUSD,998.5,1004.9,993.22,1004.84,1864.71,1865147.25,0.006349524,1,0.088079061,0.050767263,-0.3794
1336,2018/1/6 21:00,ETHUSD,1004.84,1004.84,996.73,1002,772.81,773737.53,-0.002826321,-1,0,0,0.0713
1337,2018/1/6 22:00,ETHUSD,1002,1004.9,997,1002.85,637.38,639179.84,0.000848303,1,0.421253299,0.287045296,0
1338,2018/1/6 23:00,ETHUSD,1002.85,1004.49,999.34,1004.27,269.33,270162.8,0.001415965,1,0,0,0.4309
1339,2018/1/7 00:00,ETHUSD,1004.27,1008.91,1000,1008.91,1556.86,1564163.82,0.004620271,1,-1,-0.050312814,0
1340,2018/1/7 01:00,ETHUSD,1008.91,1013,1004.27,1012.95,1220.11,1232539.48,0.004004321,1,1,0.591889348,-0.0516
1341,2018/1/7 02:00,ETHUSD,1012.95,1020,1010,1016.99,1192.48,1211743.82,0.003988351,1,0.497915426,0.462545354,0.8074
1342,2018/1/7 03:00,ETHUSD,1016.99,1048,1015.42,1048,2266.47,2347882.89,0.030491942,1,0,0,0.836
1343,2018/1/7 04:00,ETHUSD,1048,1052.5,1032.92,1045.97,1803.8,1879674.86,-0.001937023,-1,0,0,0
1344,2018/1/7 05:00,ETHUSD,1045.97,1084.77,1044.38,1079.49,2132.64,2274703.44,0.032046808,1,1,0.582550759,0
1345,2018/1/7 06:00,ETHUSD,1079.49,1087.38,1055.45,1064.83,2314.46,2474029.08,-0.013580487,-1,-0.192898464,-0.077358349,0.7906
1346,2018/1/7 07:00,ETHUSD,1064.83,1076.15,1059.63,1075,1353.91,1444421.37,0.00955082,1,-1,-0.097761718,-0.0967
1347,2018/1/7 08:00,ETHUSD,1075,1075.5,1066.8,1070.67,542.96,581018.27,-0.004027907,-1,-1,-0.166784818,-0.1027
1348,2018/1/7 09:00,ETHUSD,1070.67,1084.24,1070.67,1080,1578.46,1705298.22,0.00871417,1,1,0.351712652,-0.1815
1349,2018/1/7 10:00,ETHUSD,1080,1088.88,1078.11,1087.78,1108.4,1203130.09,0.007203704,1,0.710394401,0.501608005,0.4215
1350,2018/1/7 11:00,ETHUSD,1087.78,1087.78,1070.23,1074.71,1421.22,1534121.56,-0.012015297,-1,0.777175092,0.500580156,0.7511
1351,2018/1/7 12:00,ETHUSD,1074.71,1074.71,1064.49,1069.98,3943.4,4213544.95,-0.004401187,-1,-1,-0.074365082,0.7164
1352,2018/1/7 13:00,ETHUSD,1069.98,1071.4,1053.23,1060,1496.16,1588909.94,-0.009327277,-1,0,0,-0.0772
1353,2018/1/7 14:00,ETHUSD,1060,1073,1059.99,1069.38,2791.81,2987880.6,0.008849057,1,1,0.27626717,0
1354,2018/1/7 15:00,ETHUSD,1069.38,1087,1064.6,1086.99,2312.56,2484796.55,0.016467486,1,0.263813665,0.353388786,0.3182
1355,2018/1/7 16:00,ETHUSD,1086.99,1100,1080.02,1087.48,2155.18,2355899.59,0.000450786,1,1,0.948138175,1.0375
1356,2018/1/7 17:00,ETHUSD,1087.48,1094,1074.59,1080,3151.42,3437913.18,-0.006878287,-1,0.308016606,0.379279083,1.5809
1357,2018/1/7 18:00,ETHUSD,1080,1087.6,1062,1077.75,2663.72,2854086.61,-0.002083333,-1,1,0.801059438,0.9571
1358,2018/1/7 19:00,ETHUSD,1077.75,1093.5,1075.28,1091.06,1068.14,1160614.37,0.012349803,1,1,0.699278346,1.2279
